_id,country,email,password,firstName,lastName,streetNum,streetName,suburb,state,postCode,geometry.type,geometry.coordinates
5f7aac406ea27525b4505b3d,Australia,e.russell@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Evelyn,Russell,309-315,George Street,SYDNEY,NSW,2000,point,"[151.20696041,-33.86615684]"
5f7aac406ea27525b4505b3e,Australia,l.harris@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Liam,Harris,20,Lee Street,HAYMARKET,NSW,2000,point,"[151.20377803,-33.88432565]"
5f7aac406ea27525b4505b3f,Australia,m.foster@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Mila,Foster,20,Lee Street,HAYMARKET,NSW,2000,point,"[151.20377803,-33.88432565]"
5f7aac406ea27525b4505b40,Australia,s.turner@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Serenity,Turner,20,Lee Street,HAYMARKET,NSW,2000,point,"[151.20377803,-33.88432565]"
5f7aac406ea27525b4505b41,Australia,n.williams@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Noah,Williams,207,Kent Street,SYDNEY,NSW,2000,point,"[151.20350374,-33.86379389]"
5f7aac406ea27525b4505b42,Australia,e.thompson@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Easton,Thompson,207,Kent Street,SYDNEY,NSW,2000,point,"[151.20350374,-33.86379389]"
5f7aac406ea27525b4505b43,Australia,e.phillips@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Eva,Phillips,32,Phillip Street,PARRAMATTA,NSW,2150,point,"[151.00557136,-33.81240589]"
5f7aac406ea27525b4505b44,Australia,j.thompson@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Jackson,Thompson,32,Phillip Street,PARRAMATTA,NSW,2150,point,"[151.00557136,-33.81240589]"
5f7aac406ea27525b4505b45,Australia,s.thompson@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Santiago,Thompson,60,Marcus Clarke Street,CANBERRA,ACT,2601,point,"[149.12695758,-35.27589771]"
5f7aac406ea27525b4505b46,Australia,d.white@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Dylan,White,60,Marcus Clarke Street,CANBERRA,ACT,2601,point,"[149.12695758,-35.27589771]"
5f7aac406ea27525b4505b47,Australia,e.murphy@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Elena,Murphy,155,Marius Street,TAMWORTH,NSW,2340,point,"[150.93016114,-31.08856322]"
5f7aac406ea27525b4505b48,Australia,a.stewart@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Adrian,Stewart,155,Marius Street,TAMWORTH,NSW,2340,point,"[150.93016114,-31.08856322]"
5f7aac406ea27525b4505b49,Australia,a.martin@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Alexander,Martin,19-29,Martin Place,SYDNEY,NSW,2000,point,"[151.20919997,-33.86841855]"
5f7aac406ea27525b4505b4a,Australia,j.adams@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Josiah,Adams,19-29,Martin Place,SYDNEY,NSW,2000,point,"[151.20919997,-33.86841855]"
5f7aac406ea27525b4505b4b,Australia,a.hill@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Ava,Hill,19-29,Martin Place,SYDNEY,NSW,2000,point,"[151.20919997,-33.86841855]"
5f7aac406ea27525b4505b4c,Australia,l.griffin@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Lillian,Griffin,19-29,Martin Place,SYDNEY,NSW,2000,point,"[151.20919997,-33.86841855]"
5f7aac406ea27525b4505b4d,Australia,h.washington@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Harper,Washington,19-29,Martin Place,SYDNEY,NSW,2000,point,"[151.20919997,-33.86841855]"
5f7aac406ea27525b4505b4e,Australia,m.scott@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Madeline,Scott,123,Eagle Street,BRISBANE CITY,QLD,4000,point,"[153.03048024,-27.46720985]"
5f7aac406ea27525b4505b4f,Australia,s.smith@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Sawyer,Smith,123,Eagle Street,BRISBANE CITY,QLD,4000,point,"[153.03048024,-27.46720985]"
5f7aac406ea27525b4505b50,Australia,t.reed@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Thomas,Reed,123,Eagle Street,BRISBANE CITY,QLD,4000,point,"[153.03048024,-27.46720985]"
5f7aac406ea27525b4505b51,Australia,m.white@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Madison,White,2221,Logan Road,UPPER MOUNT GRAVATT,QLD,4122,point,"[153.08722913,-27.56585292]"
5f7aac406ea27525b4505b52,Australia,e.hughes@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Ezra,Hughes,2221,Logan Road,UPPER MOUNT GRAVATT,QLD,4122,point,"[153.08722913,-27.56585292]"
5f7aac406ea27525b4505b53,Australia,e.robinson@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Evan,Robinson,68,Pitt Street,SYDNEY,NSW,2000,point,"[151.20904207,-33.86605152]"
5f7aac406ea27525b4505b54,Australia,g.hayes@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Greyson,Hayes,68,Pitt Street,SYDNEY,NSW,2000,point,"[151.20904207,-33.86605152]"
5f7aac406ea27525b4505b55,Australia,a.patterson@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Aria,Patterson,2,Elizabeth Plaza,NORTH SYDNEY,NSW,2060,point,"[151.20764769,-33.83923909]"
5f7aac406ea27525b4505b56,Australia,j.long@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Jason,Long,2,Elizabeth Plaza,NORTH SYDNEY,NSW,2060,point,"[151.20764769,-33.83923909]"
5f7aac406ea27525b4505b57,Australia,m.washington@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Michael,Washington,80,Pacific Highway,NORTH SYDNEY,NSW,2060,point,"[151.20816268,-33.84064097]"
5f7aac406ea27525b4505b58,Australia,a.jenkins@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Allison,Jenkins,80,Pacific Highway,NORTH SYDNEY,NSW,2060,point,"[151.20816268,-33.84064097]"
5f7aac406ea27525b4505b59,Australia,c.campbell@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Charles,Campbell,152-158,St Georges Terrace,PERTH,WA,6000,point,"[115.85568,-31.9537]"
5f7aac406ea27525b4505b5a,Australia,e.henderson@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Ellie,Henderson,10,Smith Street,PARRAMATTA,NSW,2150,point,"[151.00642909,-33.81548332]"
5f7aac406ea27525b4505b5b,Australia,l.gonzales@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Luke,Gonzales,10,Smith Street,PARRAMATTA,NSW,2150,point,"[151.00642909,-33.81548332]"
5f7aac406ea27525b4505b5c,Australia,n.griffin@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Noah,Griffin,10,Smith Street,PARRAMATTA,NSW,2150,point,"[151.00642909,-33.81548332]"
5f7aac406ea27525b4505b5d,Australia,a.cook@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Aria,Cook,54,Miller Street,NORTH SYDNEY,NSW,2060,point,"[151.20642596,-33.83955235]"
5f7aac406ea27525b4505b5e,Australia,c.watson@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Clara,Watson,54,Miller Street,NORTH SYDNEY,NSW,2060,point,"[151.20642596,-33.83955235]"
5f7aac406ea27525b4505b5f,Australia,j.collins@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Julia,Collins,127,Otho Street,INVERELL,NSW,2360,point,"[151.11354747,-29.77705745]"
5f7aac406ea27525b4505b60,Australia,j.taylor@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Jameson,Taylor,127,Otho Street,INVERELL,NSW,2360,point,"[151.11354747,-29.77705745]"
5f7aac406ea27525b4505b61,Australia,p.ross@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Peyton,Ross,66-68,Frome Street,MOREE,NSW,2400,point,"[149.84370292,-29.46502901]"
5f7aac406ea27525b4505b62,Australia,h.cook@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Henry,Cook,66-68,Frome Street,MOREE,NSW,2400,point,"[149.84370292,-29.46502901]"
5f7aac406ea27525b4505b63,Australia,c.collins@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Cameron,Collins,469,La Trobe Street,MELBOURNE,VIC,3000,point,"[144.95521095,-37.8123229]"
5f7aac406ea27525b4505b64,Australia,i.james@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Issac,James,469,La Trobe Street,MELBOURNE,VIC,3000,point,"[144.95521095,-37.8123229]"
5f7aac406ea27525b4505b65,Australia,h.carter@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Hannah,Carter,367,Collins Street,MELBOURNE,VIC,3000,point,"[144.962331,-37.816941]"
5f7aac406ea27525b4505b66,Australia,s.hayes@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Sawyer,Hayes,367,Collins Street,MELBOURNE,VIC,3000,point,"[144.962331,-37.816941]"
5f7aac406ea27525b4505b67,Australia,l.patterson@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Luke,Patterson,225,George Street,SYDNEY,NSW,2000,point,"[151.20705127,-33.86388507]"
5f7aac406ea27525b4505b68,Australia,a.foster@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Adeline,Foster,225,George Street,SYDNEY,NSW,2000,point,"[151.20705127,-33.86388507]"
5f7aac406ea27525b4505b69,Australia,m.wright@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Maverick,Wright,321,Exhibition Street,MELBOURNE,VIC,3000,point,"[144.96837202,-37.80848634]"
5f7aac406ea27525b4505b6a,Australia,i.griffin@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Isabella,Griffin,321,Exhibition Street,MELBOURNE,VIC,3000,point,"[144.96837202,-37.80848634]"
5f7aac406ea27525b4505b6b,Australia,e.torres@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Elena,Torres,321,Exhibition Street,MELBOURNE,VIC,3000,point,"[144.96837202,-37.80848634]"
5f7aac406ea27525b4505b6c,Australia,a.richardson@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Angel,Richardson,5,Queens Road,MELBOURNE,VIC,3004,point,"[144.974456,-37.837149]"
5f7aac406ea27525b4505b6d,Australia,m.henderson@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Mateo,Henderson,5,Queens Road,MELBOURNE,VIC,3004,point,"[144.974456,-37.837149]"
5f7aac406ea27525b4505b6e,Australia,c.torres@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Chloe,Torres,441,St Kilda Road,MELBOURNE,VIC,3004,point,"[144.97720675,-37.83962103]"
5f7aac406ea27525b4505b6f,Australia,k.white@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Kinsley,White,441,St Kilda Road,MELBOURNE,VIC,3004,point,"[144.97720675,-37.83962103]"
5f7aac406ea27525b4505b70,Australia,c.clark@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Cora,Clark,484,St Kilda Road,MELBOURNE,VIC,3004,point,"[144.97759993,-37.8431153]"
5f7aac406ea27525b4505b71,Australia,z.bryant@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Zoey,Bryant,484,St Kilda Road,MELBOURNE,VIC,3004,point,"[144.97759993,-37.8431153]"
5f7aac406ea27525b4505b72,Australia,m.ross@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Matthew,Ross,484,St Kilda Road,MELBOURNE,VIC,3004,point,"[144.97759993,-37.8431153]"
5f7aac406ea27525b4505b73,Australia,d.hall@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Dominic,Hall,459,Collins Street,MELBOURNE,VIC,3000,point,"[144.95901701,-37.81837271]"
5f7aac406ea27525b4505b74,Australia,l.johnson@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Layla,Johnson,459,Collins Street,MELBOURNE,VIC,3000,point,"[144.95901701,-37.81837271]"
5f7aac406ea27525b4505b75,Australia,l.lee@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Lucas,Lee,90,Crown Street,WOLLONGONG,NSW,2500,point,"[150.89795969,-34.42515196]"
5f7aac406ea27525b4505b76,Australia,e.green@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Emma,Green,90,Crown Street,WOLLONGONG,NSW,2500,point,"[150.89795969,-34.42515196]"
5f7aac406ea27525b4505b77,Australia,a.butler@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Aurora,Butler,90,Crown Street,WOLLONGONG,NSW,2500,point,"[150.89795969,-34.42515196]"
5f7aac406ea27525b4505b78,Australia,g.hayes@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Gabriella,Hayes,120,Collins Street,MELBOURNE,VIC,3000,point,"[144.9689748,-37.8141112]"
5f7aac406ea27525b4505b79,Australia,b.barnes@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Bella,Barnes,120,Collins Street,MELBOURNE,VIC,3000,point,"[144.9689748,-37.8141112]"
5f7aac406ea27525b4505b7a,Australia,j.lewis@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,John,Lewis,120,Collins Street,MELBOURNE,VIC,3000,point,"[144.9689748,-37.8141112]"
5f7aac406ea27525b4505b7b,Australia,j.foster@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Jason,Foster,120,Collins Street,MELBOURNE,VIC,3000,point,"[144.9689748,-37.8141112]"
5f7aac406ea27525b4505b7c,Australia,i.sanchez@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Issac,Sanchez,241,Adelaide Street,BRISBANE CITY,QLD,4000,point,"[153.02748107,-27.46693706]"
5f7aac406ea27525b4505b7d,Australia,t.foster@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Theodore,Foster,241,Adelaide Street,BRISBANE CITY,QLD,4000,point,"[153.02748107,-27.46693706]"
5f7aac406ea27525b4505b7e,Australia,j.griffin@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Joseph,Griffin,169,Pirie Street,ADELAIDE,SA,5000,point,"[138.60648157,-34.92572781]"
5f7aac406ea27525b4505b7f,Australia,i.walker@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Isaiah,Walker,88,Phillip Street,SYDNEY,NSW,2000,point,"[151.21193167,-33.86483678]"
5f7aac406ea27525b4505b80,Australia,e.garcia@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Emily,Garcia,88,Phillip Street,SYDNEY,NSW,2000,point,"[151.21193167,-33.86483678]"
5f7aac406ea27525b4505b81,Australia,h.richardson@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Hailey,Richardson,323,Castlereagh Street,HAYMARKET,NSW,2000,point,"[151.208028,-33.87991455]"
5f7aac406ea27525b4505b82,Australia,l.williams@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Lillian,Williams,323,Castlereagh Street,HAYMARKET,NSW,2000,point,"[151.208028,-33.87991455]"
5f7aac406ea27525b4505b83,Australia,i.hughes@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Ian,Hughes,101,Grenfell Street,ADELAIDE,SA,5000,point,"[138.60357014,-34.92476927]"
5f7aac406ea27525b4505b84,Australia,a.richardson@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Adrian,Richardson,30,Mary Street,BRISBANE CITY,QLD,4000,point,"[153.02607942,-27.47269522]"
5f7aac406ea27525b4505b85,Australia,c.cook@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Carson,Cook,30,Mary Street,BRISBANE CITY,QLD,4000,point,"[153.02607942,-27.47269522]"
5f7aac406ea27525b4505b86,Australia,p.morris@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Penelope,Morris,223-239,Liverpool Road,ASHFIELD,NSW,2131,point,"[151.12588232,-33.88908186]"
5f7aac406ea27525b4505b87,Australia,m.hughes@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Mateo,Hughes,223-239,Liverpool Road,ASHFIELD,NSW,2131,point,"[151.12588232,-33.88908186]"
5f7aac406ea27525b4505b88,Australia,l.cooper@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Luke,Cooper,66,Harrington Street,THE ROCKS,NSW,2000,point,"[151.20804831,-33.86023775]"
5f7aac406ea27525b4505b89,Australia,j.diaz@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Jacob,Diaz,66,Harrington Street,THE ROCKS,NSW,2000,point,"[151.20804831,-33.86023775]"
5f7aac406ea27525b4505b8a,Australia,q.peterson@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Quinn,Peterson,64,Northbourne Avenue,CANBERRA,ACT,2601,point,"[149.12978099,-35.27750676]"
5f7aac406ea27525b4505b8b,Australia,g.anderson@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Grayson,Anderson,64,Northbourne Avenue,CANBERRA,ACT,2601,point,"[149.12978099,-35.27750676]"
5f7aac406ea27525b4505b8c,Australia,i.parker@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Issac,Parker,414,La Trobe Street,MELBOURNE,VIC,3000,point,"[144.9571351,-37.81133796]"
5f7aac406ea27525b4505b8d,Australia,v.baker@hotmail.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Victoria,Baker,414,La Trobe Street,MELBOURNE,VIC,3000,point,"[144.9571351,-37.81133796]"
5f7aac406ea27525b4505b8e,Australia,j.diaz@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Joseph,Diaz,242,Exhibition Street,MELBOURNE,VIC,3000,point,"[144.96983,-37.809818]"
5f7aac406ea27525b4505b8f,Australia,a.anderson@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Arya,Anderson,242,Exhibition Street,MELBOURNE,VIC,3000,point,"[144.96983,-37.809818]"
5f7aac406ea27525b4505b90,Australia,r.rodriguez@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Ryan,Rodriguez,10,Valentine Avenue,PARRAMATTA,NSW,2150,point,"[151.00635534,-33.81883074]"
5f7aac406ea27525b4505b91,Australia,n.thompson@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Natalie,Thompson,10,Valentine Avenue,PARRAMATTA,NSW,2150,point,"[151.00635534,-33.81883074]"
5f7aac406ea27525b4505b92,Australia,l.adams@google.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Liam,Adams,132,Marsden Street,PARRAMATTA,NSW,2150,point,"[151.00082508,-33.81581431]"
5f7aac406ea27525b4505b93,Australia,e.smith@yahoo.com,$2a$10$WTrap3Yk9wf/jJkl7ginfuGerusxP4ku3TE6LLvwjv9YynPTqZE7i,Ellie,Smith,132,Marsden Street,PARRAMATTA,NSW,2150,point,"[151.00082508,-33.81581431]"
